GPSWeek [weeks],GPSSecondsOfWeek [s],Carrier-to-noise density ratio (cno) [dbHz],"NLOS (0 == no, 1 == yes, # == No Information)"
1900,126775.19999996925,38,1
1900,126775.19999996925,39,0
1900,126775.19999996925,46,0
1900,126775.19999996925,34,0
1900,126775.19999996925,42,0
1900,126775.19999996925,29,1
1900,126775.19999996925,42,0
1900,126775.19999996925,40,0
1900,126775.19999996925,40,0
1900,126775.19999996925,46,0
1900,126775.19999996925,32,1
1900,126775.19999996925,22,1
1900,126775.19999996925,33,1
1900,126775.19999996925,44,0
1900,126775.19999996925,33,1
1900,126775.39999996925,51,0
1900,126775.39999996925,28,0
1900,126775.39999996925,35,1
1900,126775.39999996925,35,0
1900,126775.39999996925,47,0
1900,126775.39999996925,41,0
1900,126775.39999996925,43,0
1900,126775.39999996925,34,1
1900,126775.39999996925,42,0
1900,126775.39999996925,45,0
1900,126775.39999996925,33,0
1900,126775.39999996925,47,0
1900,126775.39999996925,29,1
1900,126775.39999996925,25,1
1900,126775.39999996925,22,1
1900,126775.39999996925,29,1
1900,126775.39999996925,44,0
1900,126775.39999996925,33,1
1900,126775.59999996924,50,0
1900,126775.59999996924,28,0
1900,126775.59999996924,35,1
1900,126775.59999996924,35,1
1900,126775.59999996924,46,0
1900,126775.59999996924,42,0
1900,126775.59999996924,43,0
1900,126775.59999996924,41,1
1900,126775.59999996924,45,0
1900,126775.59999996924,38,0
1900,126775.59999996924,35,0
1900,126775.59999996924,47,0
1900,126775.59999996924,31,1
1900,126775.59999996924,22,1
1900,126775.59999996924,29,1
1900,126775.59999996924,42,0
1900,126775.59999996924,33,1
1900,126775.79999996924,50,0
1900,126775.79999996924,28,0
1900,126775.79999996924,37,1
1900,126775.79999996924,38,1
1900,126775.79999996924,46,0
1900,126775.79999996924,42,0
1900,126775.79999996924,43,0
1900,126775.79999996924,34,1
1900,126775.79999996924,43,0
1900,126775.79999996924,38,0
1900,126775.79999996924,35,0
1900,126775.79999996924,46,0
1900,126775.79999996924,29,1
1900,126775.79999996924,31,1
1900,126775.79999996924,22,1
1900,126775.79999996924,42,0
1900,126775.79999996924,33,1
1900,126775.99999996924,50,0
1900,126775.99999996924,29,0
1900,126775.99999996924,31,1
1900,126775.99999996924,39,1
1900,126775.99999996924,44,0
1900,126775.99999996924,43,0
1900,126775.99999996924,43,0
1900,126775.99999996924,42,1
1900,126775.99999996924,43,0
1900,126775.99999996924,40,0
1900,126775.99999996924,31,0
1900,126775.99999996924,42,0
1900,126775.99999996924,29,1
1900,126775.99999996924,31,1
1900,126775.99999996924,22,1
1900,126775.99999996924,29,1
1900,126775.99999996924,42,0
1900,126775.99999996924,36,1
1900,126776.19999996923,50,0
1900,126776.19999996923,33,0
1900,126776.19999996923,31,1
1900,126776.19999996923,39,1
1900,126776.19999996923,43,0
1900,126776.19999996923,40,0
1900,126776.19999996923,43,0
1900,126776.19999996923,44,1
1900,126776.19999996923,43,0
1900,126776.19999996923,42,0
1900,126776.19999996923,35,0
1900,126776.19999996923,45,0
1900,126776.19999996923,29,1
1900,126776.19999996923,26,1
1900,126776.19999996923,22,1
1900,126776.19999996923,43,0
1900,126776.19999996923,31,1
1900,126776.39999996923,51,0
1900,126776.39999996923,28,0
1900,126776.39999996923,31,1
1900,126776.39999996923,41,1
1900,126776.39999996923,47,0
1900,126776.39999996923,40,0
1900,126776.39999996923,43,0
1900,126776.39999996923,42,1
1900,126776.39999996923,41,0
1900,126776.39999996923,43,0
1900,126776.39999996923,33,0
1900,126776.39999996923,46,0
1900,126776.39999996923,29,1
1900,126776.39999996923,27,1
1900,126776.39999996923,22,1
1900,126776.39999996923,29,1
1900,126776.39999996923,42,0
1900,126776.39999996923,35,1
1900,126776.59999996923,50,0
1900,126776.59999996923,28,0
1900,126776.59999996923,36,1
1900,126776.59999996923,39,1
1900,126776.59999996923,47,0
1900,126776.59999996923,41,0
1900,126776.59999996923,42,0
1900,126776.59999996923,40,1
1900,126776.59999996923,41,0
1900,126776.59999996923,46,0
1900,126776.59999996923,36,0
1900,126776.59999996923,45,0
1900,126776.59999996923,29,1
1900,126776.59999996923,27,1
1900,126776.59999996923,22,1
1900,126776.59999996923,30,1
1900,126776.59999996923,44,0
1900,126776.59999996923,31,1
1900,126776.79999996923,51,0
1900,126776.79999996923,28,0
1900,126776.79999996923,33,1
1900,126776.79999996923,39,0
1900,126776.79999996923,47,0
1900,126776.79999996923,42,0
1900,126776.79999996923,41,0
1900,126776.79999996923,32,1
1900,126776.79999996923,44,0
1900,126776.79999996923,43,0
1900,126776.79999996923,33,0
1900,126776.79999996923,46,0
1900,126776.79999996923,29,1
1900,126776.79999996923,27,1
1900,126776.79999996923,21,1
1900,126776.79999996923,29,1
1900,126776.79999996923,44,0
1900,126776.99999996922,51,0
1900,126776.99999996922,28,0
1900,126776.99999996922,28,1
1900,126776.99999996922,39,0
1900,126776.99999996922,45,0
1900,126776.99999996922,39,0
1900,126776.99999996922,41,0
1900,126776.99999996922,35,1
1900,126776.99999996922,43,0
1900,126776.99999996922,44,0
1900,126776.99999996922,33,0
1900,126776.99999996922,45,0
1900,126776.99999996922,30,1
1900,126776.99999996922,28,1
1900,126776.99999996922,21,1
1900,126776.99999996922,42,0
1900,126777.19999996922,50,0
1900,126777.19999996922,28,0
1900,126777.19999996922,33,1
1900,126777.19999996922,40,0
1900,126777.19999996922,46,0
1900,126777.19999996922,38,0
1900,126777.19999996922,42,0
1900,126777.19999996922,32,1
1900,126777.19999996922,44,0
1900,126777.19999996922,45,0
1900,126777.19999996922,33,0
1900,126777.19999996922,48,0
1900,126777.19999996922,30,1
1900,126777.19999996922,27,1
1900,126777.19999996922,21,1
1900,126777.19999996922,29,1
1900,126777.19999996922,43,0
1900,126777.39999996922,50,0
1900,126777.39999996922,28,0
1900,126777.39999996922,33,1
1900,126777.39999996922,35,0
1900,126777.39999996922,45,0
1900,126777.39999996922,35,0
1900,126777.39999996922,41,0
1900,126777.39999996922,36,1
1900,126777.39999996922,46,0
1900,126777.39999996922,45,0
1900,126777.39999996922,33,0
1900,126777.39999996922,48,0
1900,126777.39999996922,34,1
1900,126777.39999996922,32,1
1900,126777.39999996922,21,1
1900,126777.39999996922,29,1
1900,126777.39999996922,44,0
1900,126777.39999996922,31,1
1900,126777.59999996921,50,0
1900,126777.59999996921,28,0
1900,126777.59999996921,32,1
1900,126777.59999996921,35,0
1900,126777.59999996921,46,0
1900,126777.59999996921,35,0
1900,126777.59999996921,42,0
1900,126777.59999996921,32,1
1900,126777.59999996921,45,0
1900,126777.59999996921,47,0
1900,126777.59999996921,33,0
1900,126777.59999996921,47,0
1900,126777.59999996921,33,1
1900,126777.59999996921,29,1
1900,126777.59999996921,21,1
1900,126777.59999996921,29,1
1900,126777.59999996921,43,0
1900,126777.59999996921,31,1
1900,126777.79999996921,51,0
1900,126777.79999996921,28,0
1900,126777.79999996921,33,1
1900,126777.79999996921,35,0
1900,126777.79999996921,45,0
1900,126777.79999996921,38,0
1900,126777.79999996921,42,0
1900,126777.79999996921,33,1
1900,126777.79999996921,42,0
1900,126777.79999996921,46,0
1900,126777.79999996921,33,0
1900,126777.79999996921,48,0
1900,126777.79999996921,30,1
1900,126777.79999996921,33,1
1900,126777.79999996921,22,1
1900,126777.79999996921,43,0
1900,126777.99999996921,51,0
1900,126777.99999996921,28,0
1900,126777.99999996921,35,1
1900,126777.99999996921,35,1
1900,126777.99999996921,43,0
1900,126777.99999996921,38,0
1900,126777.99999996921,42,0
1900,126777.99999996921,38,1
1900,126777.99999996921,41,0
1900,126777.99999996921,44,0
1900,126777.99999996921,38,0
1900,126777.99999996921,48,0
1900,126777.99999996921,36,1
1900,126777.99999996921,33,1
1900,126777.99999996921,22,1
1900,126777.99999996921,30,1
1900,126777.99999996921,42,0
1900,126778.19999996921,51,0
1900,126778.19999996921,27,0
1900,126778.19999996921,32,1
1900,126778.19999996921,31,1
1900,126778.19999996921,46,0
1900,126778.19999996921,38,0
1900,126778.19999996921,42,0
1900,126778.19999996921,34,1
1900,126778.19999996921,41,0
1900,126778.19999996921,44,0
1900,126778.19999996921,40,0
1900,126778.19999996921,47,0
1900,126778.19999996921,30,1
1900,126778.19999996921,30,1
1900,126778.19999996921,23,1
1900,126778.19999996921,44,0
1900,126778.3999999692,50,0
1900,126778.3999999692,27,0
1900,126778.3999999692,32,1
1900,126778.3999999692,34,1
1900,126778.3999999692,44,0
1900,126778.3999999692,31,0
1900,126778.3999999692,40,0
1900,126778.3999999692,34,0
1900,126778.3999999692,42,0
1900,126778.3999999692,43,0
1900,126778.3999999692,36,0
1900,126778.3999999692,47,0
1900,126778.3999999692,31,1
1900,126778.3999999692,30,0
1900,126778.3999999692,24,1
1900,126778.3999999692,30,1
1900,126778.3999999692,45,0
1900,126778.5999999692,50,0
1900,126778.5999999692,27,0
1900,126778.5999999692,32,1
1900,126778.5999999692,25,1
1900,126778.5999999692,43,0
1900,126778.5999999692,31,0
1900,126778.5999999692,37,0
1900,126778.5999999692,30,0
1900,126778.5999999692,38,0
1900,126778.5999999692,46,0
1900,126778.5999999692,33,0
1900,126778.5999999692,49,0
1900,126778.5999999692,30,1
1900,126778.5999999692,29,0
1900,126778.5999999692,24,1
1900,126778.5999999692,30,1
1900,126778.5999999692,43,0
1900,126778.7999999692,51,0
1900,126778.7999999692,26,0
1900,126778.7999999692,27,1
1900,126778.7999999692,46,0
1900,126778.7999999692,37,0
1900,126778.7999999692,37,0
1900,126778.7999999692,33,0
1900,126778.7999999692,39,0
1900,126778.7999999692,48,0
1900,126778.7999999692,36,0
1900,126778.7999999692,47,0
1900,126778.7999999692,25,1
1900,126778.7999999692,29,0
1900,126778.7999999692,24,1
1900,126778.7999999692,34,1
1900,126778.7999999692,45,0
1900,126778.99999996919,50,0
1900,126778.99999996919,26,0
1900,126778.99999996919,27,1
1900,126778.99999996919,45,0
1900,126778.99999996919,34,0
1900,126778.99999996919,37,0
1900,126778.99999996919,32,0
1900,126778.99999996919,41,0
1900,126778.99999996919,47,0
1900,126778.99999996919,38,0
1900,126778.99999996919,47,0
1900,126778.99999996919,26,1
1900,126778.99999996919,30,0
1900,126778.99999996919,37,1
1900,126778.99999996919,44,0
1900,126779.19999996919,51,0
1900,126779.19999996919,26,1
1900,126779.19999996919,27,1
1900,126779.19999996919,41,0
1900,126779.19999996919,34,0
1900,126779.19999996919,37,0
1900,126779.19999996919,32,1
1900,126779.19999996919,42,0
1900,126779.19999996919,45,0
1900,126779.19999996919,35,0
1900,126779.19999996919,46,0
1900,126779.19999996919,31,1
1900,126779.19999996919,30,0
1900,126779.19999996919,34,1
1900,126779.19999996919,44,0
1900,126779.39999996919,50,0
1900,126779.39999996919,25,1
1900,126779.39999996919,28,1
1900,126779.39999996919,44,0
1900,126779.39999996919,34,0
1900,126779.39999996919,37,0
1900,126779.39999996919,32,1
1900,126779.39999996919,38,0
1900,126779.39999996919,46,0
1900,126779.39999996919,35,0
1900,126779.39999996919,47,0
1900,126779.39999996919,25,1
1900,126779.39999996919,29,0
1900,126779.39999996919,26,1
1900,126779.39999996919,31,1
1900,126779.39999996919,43,0
1900,126779.59999996919,51,0
1900,126779.59999996919,25,1
1900,126779.59999996919,28,1
1900,126779.59999996919,43,0
1900,126779.59999996919,31,0
1900,126779.59999996919,37,0
1900,126779.59999996919,32,1
1900,126779.59999996919,38,0
1900,126779.59999996919,44,0
1900,126779.59999996919,31,0
1900,126779.59999996919,47,0
1900,126779.59999996919,26,1
1900,126779.59999996919,29,0
1900,126779.59999996919,31,1
1900,126779.59999996919,46,0
1900,126779.79999996918,50,0
1900,126779.79999996918,24,1
1900,126779.79999996918,28,1
1900,126779.79999996918,46,0
1900,126779.79999996918,31,0
1900,126779.79999996918,37,0
1900,126779.79999996918,26,1
1900,126779.79999996918,35,0
1900,126779.79999996918,45,0
1900,126779.79999996918,34,0
1900,126779.79999996918,47,0
1900,126779.79999996918,29,1
1900,126779.79999996918,26,1
1900,126779.79999996918,34,1
1900,126779.79999996918,44,0
1900,126779.99999996918,51,0
1900,126779.99999996918,24,1
1900,126779.99999996918,28,1
1900,126779.99999996918,42,0
1900,126779.99999996918,25,0
1900,126779.99999996918,35,0
1900,126779.99999996918,26,1
1900,126779.99999996918,35,0
1900,126779.99999996918,47,0
1900,126779.99999996918,31,0
1900,126779.99999996918,47,0
1900,126779.99999996918,29,1
1900,126779.99999996918,35,1
1900,126779.99999996918,44,0
1900,126780.29999996918,50,0
1900,126780.29999996918,23,1
1900,126780.29999996918,28,1
1900,126780.29999996918,43,0
1900,126780.29999996918,31,0
1900,126780.29999996918,35,0
1900,126780.29999996918,27,1
1900,126780.29999996918,38,0
1900,126780.29999996918,49,0
1900,126780.29999996918,31,0
1900,126780.29999996918,45,0
1900,126780.29999996918,29,1
1900,126780.29999996918,35,1
1900,126780.29999996918,44,0
1900,126780.49999996918,50,0
1900,126780.49999996918,24,1
1900,126780.49999996918,29,1
1900,126780.49999996918,44,0
1900,126780.49999996918,31,0
1900,126780.49999996918,38,0
1900,126780.49999996918,28,1
1900,126780.49999996918,39,0
1900,126780.49999996918,49,0
1900,126780.49999996918,32,0
1900,126780.49999996918,45,0
1900,126780.49999996918,29,1
1900,126780.49999996918,35,1
1900,126780.49999996918,46,0
1900,126780.69999996918,51,0
1900,126780.69999996918,24,1
1900,126780.69999996918,29,1
1900,126780.69999996918,47,0
1900,126780.69999996918,32,0
1900,126780.69999996918,39,0
1900,126780.69999996918,28,1
1900,126780.69999996918,38,0
1900,126780.69999996918,45,0
1900,126780.69999996918,37,0
1900,126780.69999996918,45,0
1900,126780.69999996918,35,1
1900,126780.69999996918,42,0
1900,126780.89999996917,51,0
1900,126780.89999996917,23,1
1900,126780.89999996917,29,1
1900,126780.89999996917,44,0
1900,126780.89999996917,31,0
1900,126780.89999996917,39,0
1900,126780.89999996917,28,1
1900,126780.89999996917,37,0
1900,126780.89999996917,46,0
1900,126780.89999996917,31,0
1900,126780.89999996917,43,0
1900,126780.89999996917,31,1
1900,126780.89999996917,30,1
1900,126780.89999996917,35,1
1900,126780.89999996917,44,0
1900,126781.09999996917,51,0
1900,126781.09999996917,23,1
1900,126781.09999996917,29,1
1900,126781.09999996917,46,0
1900,126781.09999996917,30,0
1900,126781.09999996917,37,0
1900,126781.09999996917,32,1
1900,126781.09999996917,39,0
1900,126781.09999996917,47,0
1900,126781.09999996917,34,0
1900,126781.09999996917,47,0
1900,126781.09999996917,30,1
1900,126781.09999996917,29,1
1900,126781.09999996917,38,1
1900,126781.09999996917,45,0
1900,126781.29999996917,50,0
1900,126781.29999996917,23,1
1900,126781.29999996917,33,1
1900,126781.29999996917,43,0
1900,126781.29999996917,31,0
1900,126781.29999996917,38,0
1900,126781.29999996917,33,1
1900,126781.29999996917,39,0
1900,126781.29999996917,40,0
1900,126781.29999996917,30,0
1900,126781.29999996917,46,0
1900,126781.29999996917,31,1
1900,126781.29999996917,35,1
1900,126781.29999996917,44,0
1900,126781.49999996916,50,0
1900,126781.49999996916,22,1
1900,126781.49999996916,33,1
1900,126781.49999996916,44,0
1900,126781.49999996916,25,0
1900,126781.49999996916,40,0
1900,126781.49999996916,33,1
1900,126781.49999996916,39,0
1900,126781.49999996916,41,0
1900,126781.49999996916,37,0
1900,126781.49999996916,49,0
1900,126781.49999996916,31,1
1900,126781.49999996916,29,1
1900,126781.49999996916,37,1
1900,126781.49999996916,44,0
1900,126781.69999996916,50,0
1900,126781.69999996916,23,1
1900,126781.69999996916,33,1
1900,126781.69999996916,44,0
1900,126781.69999996916,31,0
1900,126781.69999996916,38,0
1900,126781.69999996916,29,1
1900,126781.69999996916,39,0
1900,126781.69999996916,40,0
1900,126781.69999996916,39,0
1900,126781.69999996916,48,0
1900,126781.69999996916,30,1
1900,126781.69999996916,33,1
1900,126781.69999996916,37,1
1900,126781.69999996916,45,0
1900,126781.89999996916,51,0
1900,126781.89999996916,22,1
1900,126781.89999996916,33,1
1900,126781.89999996916,43,0
1900,126781.89999996916,31,0
1900,126781.89999996916,39,0
1900,126781.89999996916,29,0
1900,126781.89999996916,39,0
1900,126781.89999996916,45,0
1900,126781.89999996916,37,0
1900,126781.89999996916,46,0
1900,126781.89999996916,31,1
1900,126781.89999996916,29,1
1900,126781.89999996916,26,1
1900,126781.89999996916,29,1
1900,126781.89999996916,44,0
1900,126782.09999996916,51,0
1900,126782.09999996916,22,1
1900,126782.09999996916,38,1
1900,126782.09999996916,40,0
1900,126782.09999996916,30,0
1900,126782.09999996916,40,0
1900,126782.09999996916,33,0
1900,126782.09999996916,39,0
1900,126782.09999996916,43,0
1900,126782.09999996916,37,0
1900,126782.09999996916,49,0
1900,126782.09999996916,30,1
1900,126782.09999996916,29,1
1900,126782.09999996916,31,1
1900,126782.09999996916,30,1
1900,126782.09999996916,45,0
1900,126782.29999996915,50,0
1900,126782.29999996915,22,1
1900,126782.29999996915,28,1
1900,126782.29999996915,41,0
1900,126782.29999996915,30,0
1900,126782.29999996915,39,0
1900,126782.29999996915,33,0
1900,126782.29999996915,39,0
1900,126782.29999996915,46,0
1900,126782.29999996915,39,0
1900,126782.29999996915,48,0
1900,126782.29999996915,23,1
1900,126782.29999996915,31,1
1900,126782.29999996915,30,1
1900,126782.29999996915,44,0
1900,126782.49999996915,50,0
1900,126782.49999996915,23,1
1900,126782.49999996915,29,1
1900,126782.49999996915,38,0
1900,126782.49999996915,31,0
1900,126782.49999996915,39,0
1900,126782.49999996915,36,0
1900,126782.49999996915,39,0
1900,126782.49999996915,44,1
1900,126782.49999996915,37,0
1900,126782.49999996915,48,0
1900,126782.49999996915,24,1
1900,126782.49999996915,31,1
1900,126782.49999996915,30,1
1900,126782.49999996915,45,0
1900,126782.69999996913,50,0
1900,126782.69999996913,23,0
1900,126782.69999996913,29,1
1900,126782.69999996913,37,0
1900,126782.69999996913,24,0
1900,126782.69999996913,39,0
1900,126782.69999996913,37,0
1900,126782.69999996913,39,0
1900,126782.69999996913,47,1
1900,126782.69999996913,37,0
1900,126782.69999996913,49,0
1900,126782.69999996913,31,1
1900,126782.69999996913,31,1
1900,126782.69999996913,34,1
1900,126782.69999996913,45,0
1900,126782.89999996914,50,0
1900,126782.89999996914,22,0
1900,126782.89999996914,33,1
1900,126782.89999996914,36,0
1900,126782.89999996914,32,0
1900,126782.89999996914,39,0
1900,126782.89999996914,29,0
1900,126782.89999996914,37,0
1900,126782.89999996914,50,1
1900,126782.89999996914,40,0
1900,126782.89999996914,47,0
1900,126782.89999996914,31,1
1900,126782.89999996914,31,1
1900,126782.89999996914,30,1
1900,126782.89999996914,45,0
1900,126783.09999996914,49,0
1900,126783.09999996914,23,0
1900,126783.09999996914,33,1
1900,126783.09999996914,37,0
1900,126783.09999996914,35,0
1900,126783.09999996914,39,0
1900,126783.09999996914,33,1
1900,126783.09999996914,37,0
1900,126783.09999996914,48,1
1900,126783.09999996914,43,0
1900,126783.09999996914,49,0
1900,126783.09999996914,28,1
1900,126783.09999996914,31,1
1900,126783.09999996914,25,1
1900,126783.09999996914,34,1
1900,126783.09999996914,43,0
1900,126783.29999996914,49,0
1900,126783.29999996914,23,0
1900,126783.29999996914,29,1
1900,126783.29999996914,41,0
1900,126783.29999996914,27,0
1900,126783.29999996914,41,0
1900,126783.29999996914,33,1
1900,126783.29999996914,34,0
1900,126783.29999996914,47,1
1900,126783.29999996914,40,0
1900,126783.29999996914,49,0
1900,126783.29999996914,28,1
1900,126783.29999996914,31,1
1900,126783.29999996914,25,1
1900,126783.29999996914,29,1
1900,126783.29999996914,43,0
1900,126783.49999996914,50,0
1900,126783.49999996914,22,0
1900,126783.49999996914,36,1
1900,126783.49999996914,43,0
1900,126783.49999996914,33,0
1900,126783.49999996914,39,0
1900,126783.49999996914,29,1
1900,126783.49999996914,39,0
1900,126783.49999996914,47,1
1900,126783.49999996914,41,0
1900,126783.49999996914,49,0
1900,126783.49999996914,28,1
1900,126783.49999996914,30,1
1900,126783.49999996914,31,1
1900,126783.49999996914,29,1
1900,126783.49999996914,44,0
1900,126783.69999996913,50,0
1900,126783.69999996913,22,0
1900,126783.69999996913,36,1
1900,126783.69999996913,41,0
1900,126783.69999996913,37,0
1900,126783.69999996913,39,0
1900,126783.69999996913,36,1
1900,126783.69999996913,39,0
1900,126783.69999996913,47,0
1900,126783.69999996913,39,0
1900,126783.69999996913,49,0
1900,126783.69999996913,28,1
1900,126783.69999996913,30,1
1900,126783.69999996913,31,1
1900,126783.69999996913,29,1
1900,126783.69999996913,44,0
1900,126783.89999996913,50,0
1900,126783.89999996913,22,0
1900,126783.89999996913,33,1
1900,126783.89999996913,42,0
1900,126783.89999996913,31,0
1900,126783.89999996913,39,0
1900,126783.89999996913,38,1
1900,126783.89999996913,40,0
1900,126783.89999996913,46,0
1900,126783.89999996913,40,0
1900,126783.89999996913,48,0
1900,126783.89999996913,27,1
1900,126783.89999996913,31,1
1900,126783.89999996913,31,1
1900,126783.89999996913,29,1
1900,126783.89999996913,45,0
1900,126784.09999996913,50,0
1900,126784.09999996913,22,0
1900,126784.09999996913,33,1
1900,126784.09999996913,41,0
1900,126784.09999996913,26,0
1900,126784.09999996913,41,0
1900,126784.09999996913,29,0
1900,126784.09999996913,36,0
1900,126784.09999996913,44,0
1900,126784.09999996913,36,0
1900,126784.09999996913,47,0
1900,126784.09999996913,27,1
1900,126784.09999996913,25,1
1900,126784.09999996913,31,1
1900,126784.09999996913,29,1
1900,126784.09999996913,44,0
1900,126784.09999996913,35,0
1900,126784.29999996912,49,0
1900,126784.29999996912,22,0
1900,126784.29999996912,29,1
1900,126784.29999996912,44,0
1900,126784.29999996912,27,0
1900,126784.29999996912,39,0
1900,126784.29999996912,28,0
1900,126784.29999996912,42,0
1900,126784.29999996912,42,0
1900,126784.29999996912,38,0
1900,126784.29999996912,48,0
1900,126784.29999996912,31,0
1900,126784.29999996912,31,1
1900,126784.29999996912,28,1
1900,126784.29999996912,43,0
1900,126784.29999996912,26,0
1900,126784.49999996912,50,0
1900,126784.49999996912,22,0
1900,126784.49999996912,33,1
1900,126784.49999996912,44,0
1900,126784.49999996912,26,0
1900,126784.49999996912,39,0
1900,126784.49999996912,21,0
1900,126784.49999996912,39,0
1900,126784.49999996912,42,0
1900,126784.49999996912,33,0
1900,126784.49999996912,46,0
1900,126784.49999996912,37,0
1900,126784.49999996912,35,1
1900,126784.49999996912,28,1
1900,126784.49999996912,43,0
1900,126784.49999996912,35,0
1900,126784.69999996912,50,0
1900,126784.69999996912,23,0
1900,126784.69999996912,36,1
1900,126784.69999996912,45,0
1900,126784.69999996912,31,0
1900,126784.69999996912,39,0
1900,126784.69999996912,33,1
1900,126784.69999996912,40,0
1900,126784.69999996912,40,0
1900,126784.69999996912,39,0
1900,126784.69999996912,47,0
1900,126784.69999996912,35,0
1900,126784.69999996912,32,1
1900,126784.69999996912,28,1
1900,126784.69999996912,46,0
1900,126784.69999996912,34,0
1900,126784.89999996912,50,0
1900,126784.89999996912,24,0
1900,126784.89999996912,29,1
1900,126784.89999996912,44,0
1900,126784.89999996912,31,0
1900,126784.89999996912,39,0
1900,126784.89999996912,28,1
1900,126784.89999996912,34,0
1900,126784.89999996912,42,0
1900,126784.89999996912,30,0
1900,126784.89999996912,48,0
1900,126784.89999996912,39,0
1900,126784.89999996912,31,1
1900,126784.89999996912,28,1
1900,126784.89999996912,43,0
1900,126785.09999996911,50,0
1900,126785.09999996911,24,0
1900,126785.09999996911,30,1
1900,126785.09999996911,43,0
1900,126785.09999996911,26,0
1900,126785.09999996911,39,0
1900,126785.09999996911,36,1
1900,126785.09999996911,39,0
1900,126785.09999996911,44,0
1900,126785.09999996911,35,0
1900,126785.09999996911,48,0
1900,126785.09999996911,34,0
1900,126785.09999996911,31,1
1900,126785.09999996911,27,1
1900,126785.09999996911,43,0
1900,126785.29999996911,49,0
1900,126785.29999996911,24,0
1900,126785.29999996911,29,1
1900,126785.29999996911,46,0
1900,126785.29999996911,25,0
1900,126785.29999996911,39,0
1900,126785.29999996911,37,1
1900,126785.29999996911,38,0
1900,126785.29999996911,45,0
1900,126785.29999996911,31,0
1900,126785.29999996911,48,0
1900,126785.29999996911,31,0
1900,126785.29999996911,26,1
1900,126785.29999996911,27,1
1900,126785.29999996911,44,0
1900,126785.49999996911,50,0
1900,126785.49999996911,23,0
1900,126785.49999996911,29,1
1900,126785.49999996911,45,0
1900,126785.49999996911,25,0
1900,126785.49999996911,39,0
1900,126785.49999996911,30,1
1900,126785.49999996911,38,0
1900,126785.49999996911,46,0
1900,126785.49999996911,34,0
1900,126785.49999996911,47,0
1900,126785.49999996911,31,1
1900,126785.49999996911,26,1
1900,126785.49999996911,47,0
1900,126785.49999996911,38,1
1900,126785.6999999691,50,0
1900,126785.6999999691,23,0
1900,126785.6999999691,29,1
1900,126785.6999999691,42,0
1900,126785.6999999691,31,0
1900,126785.6999999691,39,0
1900,126785.6999999691,24,0
1900,126785.6999999691,37,0
1900,126785.6999999691,45,0
1900,126785.6999999691,31,0
1900,126785.6999999691,48,0
1900,126785.6999999691,31,1
1900,126785.6999999691,26,1
1900,126785.6999999691,44,0
1900,126785.6999999691,39,1
1900,126785.8999999691,49,0
1900,126785.8999999691,23,0
1900,126785.8999999691,27,1
1900,126785.8999999691,42,0
1900,126785.8999999691,26,0
1900,126785.8999999691,39,0
1900,126785.8999999691,24,0
1900,126785.8999999691,39,0
1900,126785.8999999691,46,0
1900,126785.8999999691,34,0
1900,126785.8999999691,47,0
1900,126785.8999999691,30,1
1900,126785.8999999691,26,1
1900,126785.8999999691,47,0
1900,126785.8999999691,39,1
1900,126786.0999999691,50,0
1900,126786.0999999691,23,0
1900,126786.0999999691,27,1
1900,126786.0999999691,44,0
1900,126786.0999999691,25,0
1900,126786.0999999691,39,0
1900,126786.0999999691,30,0
1900,126786.0999999691,38,0
1900,126786.0999999691,45,0
1900,126786.0999999691,35,0
1900,126786.0999999691,47,0
1900,126786.0999999691,34,1
1900,126786.0999999691,26,1
1900,126786.0999999691,27,1
1900,126786.0999999691,46,0
1900,126786.2999999691,50,0
1900,126786.2999999691,23,0
1900,126786.2999999691,27,1
1900,126786.2999999691,46,0
1900,126786.2999999691,26,0
1900,126786.2999999691,39,0
1900,126786.2999999691,31,0
1900,126786.2999999691,38,0
1900,126786.2999999691,42,0
1900,126786.2999999691,37,0
1900,126786.2999999691,48,0
1900,126786.2999999691,30,1
1900,126786.2999999691,26,1
1900,126786.2999999691,27,1
1900,126786.2999999691,45,0
1900,126786.49999996909,51,0
1900,126786.49999996909,22,0
1900,126786.49999996909,27,1
1900,126786.49999996909,43,0
1900,126786.49999996909,38,0
1900,126786.49999996909,34,0
1900,126786.49999996909,40,0
1900,126786.49999996909,44,0
1900,126786.49999996909,37,0
1900,126786.49999996909,47,0
1900,126786.49999996909,31,1
1900,126786.49999996909,32,1
1900,126786.49999996909,45,0
1900,126786.69999996909,50,0
1900,126786.69999996909,23,0
1900,126786.69999996909,35,1
1900,126786.69999996909,45,0
1900,126786.69999996909,44,0
1900,126786.69999996909,36,0
1900,126786.69999996909,46,0
1900,126786.69999996909,46,0
1900,126786.69999996909,42,0
1900,126786.69999996909,47,0
1900,126786.69999996909,25,1
1900,126786.69999996909,31,1
1900,126786.69999996909,47,0
1900,126786.89999996909,51,0
1900,126786.89999996909,24,0
1900,126786.89999996909,35,1
1900,126786.89999996909,39,0
1900,126786.89999996909,31,0
1900,126786.89999996909,41,0
1900,126786.89999996909,36,0
1900,126786.89999996909,43,0
1900,126786.89999996909,45,0
1900,126786.89999996909,39,0
1900,126786.89999996909,47,0
1900,126786.89999996909,24,1
1900,126786.89999996909,26,1
1900,126786.89999996909,32,1
1900,126786.89999996909,46,0
1900,126786.89999996909,38,1
1900,126787.09999996908,51,0
